lead_id,record_type,issue_type,field_name,severity,recommended_action,issue_detail
1184,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1202,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1204,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1216,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1217,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1227,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1251,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1260,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1287,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1298,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1310,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1342,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1375,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1385,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1398,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1418,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1424,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1437,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1444,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1493,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1496,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1550,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1552,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1558,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1565,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1588,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1646,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1656,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1664,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1670,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1685,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1701,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1753,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1770,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1811,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1835,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1966,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1971,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1973,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1986,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1989,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
1997,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2011,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2012,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2016,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2022,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2068,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2104,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2137,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2151,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2152,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2158,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2188,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2211,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2217,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2248,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2254,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2263,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2267,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2269,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2271,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2278,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2321,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2352,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2365,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2392,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2397,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2442,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2451,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2485,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2490,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2501,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2509,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2513,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2533,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2557,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2575,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2587,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2599,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2616,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2637,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2650,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2655,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2676,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2695,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2710,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2728,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2748,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2783,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2802,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2807,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2839,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2854,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2871,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2876,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2878,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2885,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2887,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2908,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2909,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2931,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2937,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2939,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2953,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2954,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
2967,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3029,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3031,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3060,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3064,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3085,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3086,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3101,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3109,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3150,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3154,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3157,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3162,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3168,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3169,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3214,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3232,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3242,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3258,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3273,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3290,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3292,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3317,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3379,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3398,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3401,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3411,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3412,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3448,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3469,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3506,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3510,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3529,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3555,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3562,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3592,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3604,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3617,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3624,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3633,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3663,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3697,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3698,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3708,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3712,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3735,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3770,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3778,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3779,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3797,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3801,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3806,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3818,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3826,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3836,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3865,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3868,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3887,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3905,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3930,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3946,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3955,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
3959,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4001,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4014,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4021,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4028,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4041,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4059,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4062,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4066,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4078,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4093,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4098,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4133,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4175,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4178,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4184,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4193,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4258,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4325,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4328,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4336,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4340,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4349,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4364,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4375,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4389,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4396,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4398,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4436,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4462,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4492,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4503,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4541,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4574,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4603,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4613,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4633,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4652,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4665,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4668,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4671,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4692,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4697,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4707,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4749,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4752,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4761,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4774,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4782,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4786,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4811,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4827,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4834,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4858,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
4863,lead,Email invalide ou manquant,email,Haute,Corriger l'email ou exclure le lead des campagnes email.,
